date,regulation,source,ingested_at,pokemon_name,item_name,usage_raw
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,covertcloak,883.305690781073
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,rockyhelmet,481.83746119819756
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,focussash,508.553116792257
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,sharpbeak,338.08973398947677
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,safetygoggles,4.336665790288525
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,mentalherb,277.11840710501383
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,widelens,33.83900452374396
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,leftovers,0.17020571909181598
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,redcard,3.555099551966201e-07
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,iapapaberry,6.321390346919475e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,wacanberry,0.06775004768836396
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,sitrusberry,19.361870424038436
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,damprock,0.13504041651650112
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,lifeorb,6.994305298589032
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,expertbelt,0.15998574956758438
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,zoomlens,6.226426794680995e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,wikiberry,0.009043420376578126
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,nothing,4.577931130310438
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus,ejectbutton,0.7154029127674404
